"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4214703";"";"0";"479.00";"0";"4.91";"65";"Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4c(C)n[nH]c4C)cc(Cl)cc32)cc(C)c1F";"EC50";"'='";"14100.0";"nM";"4.85";"";"";"UO_0000065";"10.13";"0.19";"-0.06";"7.85";"0";"CHEMBL4201755";"Activation of SOS1 in human HeLa cells expressing wild type KRAS assessed as induction of ERK1/2 T202/Y204 phosphorylation incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4203017";"";"0";"495.43";"1";"6.22";"59";"Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4ccccc4Cl)cc(Cl)cc32)cc(C)c1F";"EC50";"'='";"19700.0";"nM";"4.71";"";"";"UO_0000065";"9.50";"0.19";"-1.51";"14.22";"0";"CHEMBL4201756";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4214176";"";"0";"483.42";"1";"6.22";"38";"Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4ccccc4Cl)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201758";"Biphasic activity at of SOS1 in human HeLa cells expressing wild type KRAS assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (lower range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4214176";"";"0";"483.42";"1";"6.22";"38";"Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4ccccc4Cl)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201760";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (lower range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4217185";"";"0";"464.98";"0";"4.67";"55";"Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4cncnc4C)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201760";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (lower range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4212702";"";"0";"448.93";"0";"4.05";"61";"Cc1ncncc1-c1cc(Cl)cc2c1nc(N1CC3(CNC3)C1)n2Cc1ccc(F)cc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4201761";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (higher range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4203578";"";"0";"471.02";"0";"3.83";"48";"Cc1cc(Cn2c(N3CCNCC3)nc3c(N4CCC[C@@H]4CN)cc(Cl)cc32)cc(C)c1F";"Kd";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"14.05";"0.27";"2.79";"10.62";"0";"CHEMBL4201754";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli by fluorescent probe S2 based fluorescence polarization anisotrophy saturation binding assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4216651";"";"0";"449.96";"0";"4.97";"50";"Cc1cc(Cn2c(N3CCNCC3)nc3c(-c4ccncc4)cc(Cl)cc32)cc(C)c1F";"Kd";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"14.71";"0.28";"1.65";"14.40";"0";"CHEMBL4201754";"Binding affinity to human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli by fluorescent probe S2 based fluorescence polarization anisotrophy saturation binding assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4214821";"";"0";"471.02";"0";"3.66";"42";"Cc1cc(Cn2c(N3CCNCC3)nc3c(N4CCN(C)CC4)cc(Cl)cc32)cc(C)c1F";"EC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"11.09";"0.22";"1.56";"13.20";"0";"CHEMBL4201755";"Activation of SOS1 in human HeLa cells expressing wild type KRAS assessed as induction of ERK1/2 T202/Y204 phosphorylation incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4208983";"";"0";"492.00";"0";"4.25";"62";"Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4cnc(N)nc4C)cc(Cl)cc32)cc(C)c1F";"EC50";"'='";"7800.0";"nM";"5.11";"";"";"UO_0000065";"10.38";"0.20";"0.86";"6.02";"0";"CHEMBL4201755";"Activation of SOS1 in human HeLa cells expressing wild type KRAS assessed as induction of ERK1/2 T202/Y204 phosphorylation incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4210312";"";"0";"463.95";"0";"3.63";"63";"Cc1nc(N)ncc1-c1cc(Cl)cc2c1nc(N1CC3(CNC3)C1)n2Cc1ccc(F)cc1";"EC50";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"10.46";"0.20";"1.22";"5.72";"0";"CHEMBL4201755";"Activation of SOS1 in human HeLa cells expressing wild type KRAS assessed as induction of ERK1/2 T202/Y204 phosphorylation incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4215883";"";"0";"476.99";"0";"4.67";"60";"Cc1cc(Cn2c(N3CC4(CNC4)C3)nc3c(-c4cncnc4C)cc(Cl)cc32)cc(C)c1F";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL4201761";"Activation of SOS1 in human NCI-H727 cells expressing KRAS G12V mutant assessed as induction of ERK1/2 T202/Y204 phosphorylation at 1.5 to 100 uM (higher range) incubated for 30 mins by In-cell Western assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H727";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4239886";"";"0";"451.98";"1";"6.10";"35";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(C3=CCN(C)CC3)cccc12)C1CC1";"EC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"13.18";"0.25";"-0.14";"11.23";"0";"CHEMBL4237203";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4237445";"";"0";"344.42";"1";"5.20";"11";"Cc1cc(C)cc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1";"Activity";"'='";"44.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4237204";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay relative to positive control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4239782";"";"0";"384.89";"1";"6.16";"29";"CC[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2ccccc12)C1CCC1";"Activity";"'='";"41.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4237204";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay relative to positive control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4247794";"";"0";"385.87";"0";"4.84";"30";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(CN)cccc12)C1CC1";"Activity";"'='";"54.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4237204";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay relative to positive control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4250348";"";"0";"442.97";"1";"5.35";"38";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(NCCN(C)C)cccc12)C1CC1";"Activity";"'='";"106.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4237204";"Activation of SOS1 in human HeLa cells assessed as increase in RAS-GTP levels after 30 mins by pull-down assay relative to positive control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4245081";"";"0";"356.83";"1";"5.38";"22";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2ccccc12)C1CC1";"FC";"'='";"0.95";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4237205";"Activation of SOS1 in human HeLa cells assessed as effect on RAS-GTP levels by measuring ratio of total RAS level to RAS-GTP level at 3.1 uM after 30 mins by active RAS pull-down assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4243567";"";"0";"437.95";"1";"5.75";"34";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(C3=CCNCC3)cccc12)C1CC1";"FC";"'='";"1.6";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4237208";"Activation of SOS1 in human HeLa cells assessed as effect on RAS-GTP levels by measuring ratio of total RAS level to RAS-GTP level at 25 uM after 30 mins by active RAS pull-down assay relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4243567";"";"0";"437.95";"1";"5.75";"34";"C[C@@H](Nc1nc(Nc2ccc(F)c(Cl)c2)nc2c(C3=CCNCC3)cccc12)C1CC1";"FC";"'='";"1.29";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4237212";"Activation of SOS1 in human HeLa cells assessed as effect on ERK1/2 phosphorylation at T202/Y204 residue by measuring ratio of total ERK1/2 level to pERK1/2 (T202/Y204) level at 6.3 uM after 30 mins by Western blot analysis relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HeLa";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229573";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None";""
"CHEMBL4203773";"";"0";"344.82";"0";"3.29";"23";"Fc1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1Cl";"EC50";"'='";"5400.0";"nM";"5.27";"";"";"UO_0000065";"15.28";"0.30";"1.98";"15.92";"0";"CHEMBL4201750";"Activation of human recombinant N-terminal His6-tagged SOS1 (564 to 1049 residues) expressed in BL21-RIL Escherichia coli assessed as SOS1-RAS complex formation by measuring exchange of GTP to BODIPY-GDP measured every 3 secs for 30 mins by nucleotide exchange assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196202";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"IC50";"'='";"15400.0";"nM";"4.81";"";"";"UO_0000065";"10.98";"0.22";"1.33";"4.51";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4462950";"";"0";"513.61";"2";"6.38";"I-363";"Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)C)CC3)cc(C)c2n1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"16.35";"0.31";"2.02";"9.98";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4535743";"";"0";"432.43";"1";"6.32";"UC-773587";"O=C(O)c1ccccc1-c1c2ccc3cc(O)ccc3c2oc2c1ccc1cc(=O)ccc12";"Kd";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"12.65";"0.23";"-0.85";"6.23";"0";"CHEMBL4421087";"Binding affinity to N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) by label-free microscale thermophoresis analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Kd";"'='";"7030.72";"nM";"5.15";"";"";"UO_0000065";"11.75";"0.23";"1.67";"4.82";"0";"CHEMBL4421087";"Binding affinity to N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) by label-free microscale thermophoresis analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4520109";"";"0";"293.37";"0";"3.54";"UC-501950";"O=C(O)c1cc2c3c(c1)C1C=CCC1CN3CC1CC=CC21";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1988909";"";"0";"438.44";"0";"3.48";"NSC-658497";"O=C1Oc2ccccc2C(=O)/C1=C/N1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421101";"Inhibition of SOS1 in human DU145 cells assessed as reduction in cell proliferation at 20 to 60 uM incubated for 3 days and measured every 24 hrs by MTS assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4470667";"";"0";"511.55";"2";"6.13";"I-351";"COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1-c1ccc(=O)n(C(C)C)c1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"15.42";"0.29";"1.76";"8.30";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4585988";"";"0";"549.57";"2";"5.21";"I-307";"COCC(=O)N1CCC(c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4F)nc(C)nc3cc2OC)CC1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"15.51";"0.30";"3.31";"8.31";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4438125";"";"0";"455.56";"1";"5.19";"I-190";"COc1cc2nc(C)nc(N[C@H](C)c3cccc(C)c3)c2cc1-c1ccc(C(=O)N(C)C)nc1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"16.39";"0.30";"2.28";"9.31";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4570224";"";"0";"466.47";"1";"5.34";"I-88";"Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3cc4n(n3)CCC(=O)N4)ccc2n1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"16.13";"0.30";"2.18";"8.88";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4533487";"";"0";"500.57";"2";"5.60";"I-78";"Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc([C@]3(O)CC[C@H](C(=O)N(C)C)CC3)ccc2n1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"15.12";"0.29";"1.97";"9.66";"0";"CHEMBL4421312";"Inhibition of GST-tagged SOS1 (564 to 1049 amino acids) (unknown origin) assessed as reduction SOS1/6xHis-Tev-tagged K-Ras G12D mutant (1 to 169 residues) interaction incubated for 30 mins by AlphaLISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420081";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL1717338";"";"0";"307.31";"0";"3.50";"UC-387626";"O=C(O)c1cc(O)ccc1NC(=O)c1cccc2ccccc12";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4421085";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GDP/GTP nucleotide exchange upon 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-FL-GDP dissociation assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4561259";"";"0";"325.37";"1";"5.72";"NSC-70220";"O=[N+]([O-])c1ccccc1/C=C/C=C1c2ccccc2-c2ccccc21";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4421158";"Inhibition of SOS1 in overnight serum-starved human MIAPaCa2 cells assessed as effect on Ras signaling by measuring KRAS expression in presence of GTP and Pan-RAS at 20 to 60 uM by Western blotting analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
"CHEMBL4535743";"";"0";"432.43";"1";"6.32";"UC-773587";"O=C(O)c1ccccc1-c1c2ccc3cc(O)ccc3c2oc2c1ccc1cc(=O)ccc12";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL4421123";"Inhibition of N-terminal 6x-His-tagged recombinant human SOS1 catalytic domain (residues 564 to 1049 residues) expressed in Escherichia coli BL21 (DE3) assessed as reduction in 50 nM SOS1-mediated GTP loading of 2 uM N-terminal-GST-tagged H-Ras (1 to 166 residues) by BODIPY-TR-GTP GTP loading exchange assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2079846";"Son of sevenless homolog 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4420078";"38";"Patent Bioactivity Data";"";"";"None";""
